Country;ISO3 Code;Date;Price (EUR/MWhe)
Greece;GRC;29/6/2016;43,16
Greece;GRC;30/6/2016;41,24
Greece;GRC;1/7/2016;46,2
Greece;GRC;2/7/2016;41,35
Greece;GRC;3/7/2016;40,2
Greece;GRC;4/7/2016;45,16
Greece;GRC;5/7/2016;43,87
Greece;GRC;6/7/2016;43,63
Greece;GRC;7/7/2016;42,58
Greece;GRC;8/7/2016;44,39
Greece;GRC;9/7/2016;36,45
Greece;GRC;10/7/2016;40,51
Greece;GRC;11/7/2016;42,39
Greece;GRC;12/7/2016;43,49
Greece;GRC;13/7/2016;46,2
Greece;GRC;14/7/2016;46,13
Greece;GRC;15/7/2016;45,73
Greece;GRC;16/7/2016;38,99
Greece;GRC;17/7/2016;41,82
Greece;GRC;18/7/2016;42,63
Greece;GRC;19/7/2016;38,03
Greece;GRC;20/7/2016;39,34
Greece;GRC;21/7/2016;42,84
Greece;GRC;22/7/2016;42,03
Greece;GRC;23/7/2016;39,56
Greece;GRC;24/7/2016;35,35
Greece;GRC;25/7/2016;45,53
Greece;GRC;26/7/2016;44,58
Greece;GRC;27/7/2016;43,66
Greece;GRC;28/7/2016;43,22
Greece;GRC;29/7/2016;45,38
Greece;GRC;30/7/2016;44,51
Greece;GRC;31/7/2016;44,69
Greece;GRC;1/8/2016;45,29
Greece;GRC;2/8/2016;44,87
Greece;GRC;3/8/2016;42,88
Greece;GRC;4/8/2016;40,24
Greece;GRC;5/8/2016;40,45
Greece;GRC;6/8/2016;41,84
Greece;GRC;7/8/2016;38,41
Greece;GRC;8/8/2016;37,97
Greece;GRC;9/8/2016;35,5
Greece;GRC;10/8/2016;38,07
Greece;GRC;11/8/2016;40,08
Greece;GRC;12/8/2016;40,23
Greece;GRC;13/8/2016;32,5
Greece;GRC;14/8/2016;26,91
Greece;GRC;15/8/2016;34,23
Greece;GRC;16/8/2016;46,05
Greece;GRC;17/8/2016;45,23
Greece;GRC;18/8/2016;46,53
Greece;GRC;19/8/2016;40,62
Greece;GRC;20/8/2016;38,14
Greece;GRC;21/8/2016;34,92
Greece;GRC;22/8/2016;41
Greece;GRC;23/8/2016;39,71
Greece;GRC;24/8/2016;33,72
Greece;GRC;25/8/2016;34,39
Greece;GRC;26/8/2016;34,15
Greece;GRC;27/8/2016;32,45
Greece;GRC;28/8/2016;38,14
Greece;GRC;29/8/2016;39,15
Greece;GRC;30/8/2016;42,95
Greece;GRC;31/8/2016;43,76
Greece;GRC;1/9/2016;39,02
Greece;GRC;2/9/2016;38,64
Greece;GRC;3/9/2016;36,83
Greece;GRC;4/9/2016;37,75
Greece;GRC;5/9/2016;38,11
Greece;GRC;6/9/2016;39,03
Greece;GRC;7/9/2016;39,1
Greece;GRC;8/9/2016;40,21
Greece;GRC;9/9/2016;40,64
Greece;GRC;10/9/2016;36,1
Greece;GRC;11/9/2016;37,74
Greece;GRC;12/9/2016;37,57
Greece;GRC;13/9/2016;39,76
Greece;GRC;14/9/2016;40,92
Greece;GRC;15/9/2016;40,84
Greece;GRC;16/9/2016;41,52
Greece;GRC;17/9/2016;41,01
Greece;GRC;18/9/2016;38,04
Greece;GRC;19/9/2016;43,94
Greece;GRC;20/9/2016;42,46
Greece;GRC;21/9/2016;43,4
Greece;GRC;22/9/2016;41,03
Greece;GRC;23/9/2016;41,44
Greece;GRC;24/9/2016;39,13
Greece;GRC;25/9/2016;38,02
Greece;GRC;26/9/2016;41,23
Greece;GRC;27/9/2016;40,02
Greece;GRC;28/9/2016;41,47
Greece;GRC;29/9/2016;41,88
Greece;GRC;30/9/2016;41,98
Greece;GRC;1/10/2016;43,41
Greece;GRC;2/10/2016;42,62
Greece;GRC;3/10/2016;45,24
Greece;GRC;4/10/2016;44,69
Greece;GRC;5/10/2016;42,97
Greece;GRC;6/10/2016;46,06
Greece;GRC;7/10/2016;42,37
Greece;GRC;8/10/2016;42,58
Greece;GRC;9/10/2016;43,28
Greece;GRC;10/10/2016;45,83
Greece;GRC;11/10/2016;42,22
Greece;GRC;12/10/2016;40,78
Greece;GRC;13/10/2016;41,9
Greece;GRC;14/10/2016;41,78
Greece;GRC;15/10/2016;39,62
Greece;GRC;16/10/2016;40,83
Greece;GRC;17/10/2016;42,97
Greece;GRC;18/10/2016;43,89
Greece;GRC;19/10/2016;44,95
Greece;GRC;20/10/2016;46,74
Greece;GRC;21/10/2016;48,06
Greece;GRC;22/10/2016;45,17
Greece;GRC;23/10/2016;45,26
Greece;GRC;24/10/2016;42,66
Greece;GRC;25/10/2016;41,11
Greece;GRC;26/10/2016;43,69
Greece;GRC;27/10/2016;41,42
Greece;GRC;28/10/2016;38,34
Greece;GRC;29/10/2016;43,07
Greece;GRC;30/10/2016;43,56
Greece;GRC;31/10/2016;41,19
Greece;GRC;1/11/2016;45,65
Greece;GRC;2/11/2016;48,17
Greece;GRC;3/11/2016;50,98
Greece;GRC;4/11/2016;45,79
Greece;GRC;5/11/2016;44,69
Greece;GRC;6/11/2016;39,08
Greece;GRC;7/11/2016;42,64
Greece;GRC;8/11/2016;37,58
Greece;GRC;9/11/2016;42,62
Greece;GRC;10/11/2016;42,24
Greece;GRC;11/11/2016;42,45
Greece;GRC;12/11/2016;39,17
Greece;GRC;13/11/2016;33,72
Greece;GRC;14/11/2016;42,99
Greece;GRC;15/11/2016;42,31
Greece;GRC;16/11/2016;44,66
Greece;GRC;17/11/2016;45,91
Greece;GRC;18/11/2016;45,32
Greece;GRC;19/11/2016;45,88
Greece;GRC;20/11/2016;41,88
Greece;GRC;21/11/2016;39,09
Greece;GRC;22/11/2016;42,82
Greece;GRC;23/11/2016;43,99
Greece;GRC;24/11/2016;44,72
Greece;GRC;25/11/2016;46,4
Greece;GRC;26/11/2016;44,57
Greece;GRC;27/11/2016;40,47
Greece;GRC;28/11/2016;39,94
Greece;GRC;29/11/2016;45,47
Greece;GRC;30/11/2016;42,03
Greece;GRC;1/12/2016;45,57
Greece;GRC;2/12/2016;44,74
Greece;GRC;3/12/2016;47,61
Greece;GRC;4/12/2016;45,62
Greece;GRC;5/12/2016;49,29
Greece;GRC;6/12/2016;49,93
Greece;GRC;7/12/2016;46,62
Greece;GRC;8/12/2016;46,3
Greece;GRC;9/12/2016;47,1
Greece;GRC;10/12/2016;47,07
Greece;GRC;11/12/2016;45,33
Greece;GRC;12/12/2016;81,72
Greece;GRC;13/12/2016;45,82
Greece;GRC;14/12/2016;67,32
Greece;GRC;15/12/2016;50,26
Greece;GRC;16/12/2016;57,3
Greece;GRC;17/12/2016;49,77
Greece;GRC;18/12/2016;48,96
Greece;GRC;19/12/2016;67,9
Greece;GRC;20/12/2016;52,29
Greece;GRC;21/12/2016;49,71
Greece;GRC;22/12/2016;51,36
Greece;GRC;23/12/2016;52,04
Greece;GRC;24/12/2016;49,41
Greece;GRC;25/12/2016;49,47
Greece;GRC;26/12/2016;47,32
Greece;GRC;27/12/2016;50,8
Greece;GRC;28/12/2016;52,27
Greece;GRC;29/12/2016;48,19
Greece;GRC;30/12/2016;47,96
Greece;GRC;31/12/2016;49,47
Greece;GRC;1/1/2017;49,57
Greece;GRC;2/1/2017;53,72
Greece;GRC;3/1/2017;59,22
Greece;GRC;4/1/2017;58,48
Greece;GRC;5/1/2017;53,63
Greece;GRC;6/1/2017;48,26
Greece;GRC;7/1/2017;50,06
Greece;GRC;8/1/2017;50,63
Greece;GRC;9/1/2017;60,93
Greece;GRC;10/1/2017;77,85
Greece;GRC;11/1/2017;59,87
Greece;GRC;12/1/2017;59,01
Greece;GRC;13/1/2017;67,17
Greece;GRC;14/1/2017;60,76
Greece;GRC;15/1/2017;73,45
Greece;GRC;16/1/2017;86,91
Greece;GRC;17/1/2017;89,51
Greece;GRC;18/1/2017;84,53
Greece;GRC;19/1/2017;95,53
Greece;GRC;20/1/2017;97,5
Greece;GRC;21/1/2017;63,56
Greece;GRC;22/1/2017;58,55
Greece;GRC;23/1/2017;87,39
Greece;GRC;24/1/2017;113,72
Greece;GRC;25/1/2017;90,99
Greece;GRC;26/1/2017;102,44
Greece;GRC;27/1/2017;109,22
Greece;GRC;28/1/2017;76,52
Greece;GRC;29/1/2017;80,23
Greece;GRC;30/1/2017;87,76
Greece;GRC;31/1/2017;106,13
Greece;GRC;1/2/2017;94,93
Greece;GRC;2/2/2017;88,42
Greece;GRC;3/2/2017;77,67
Greece;GRC;4/2/2017;50,16
Greece;GRC;5/2/2017;51,26
Greece;GRC;6/2/2017;51,39
Greece;GRC;7/2/2017;55,16
Greece;GRC;8/2/2017;67,39
Greece;GRC;9/2/2017;60,43
Greece;GRC;10/2/2017;52,88
Greece;GRC;11/2/2017;54,34
Greece;GRC;12/2/2017;49,52
Greece;GRC;13/2/2017;50,73
Greece;GRC;14/2/2017;56,7
Greece;GRC;15/2/2017;56,83
Greece;GRC;16/2/2017;57,17
Greece;GRC;17/2/2017;59,83
Greece;GRC;18/2/2017;50,55
Greece;GRC;19/2/2017;46,96
Greece;GRC;20/2/2017;51,69
Greece;GRC;21/2/2017;51,23
Greece;GRC;22/2/2017;50,2
Greece;GRC;23/2/2017;46,26
Greece;GRC;24/2/2017;47,29
Greece;GRC;25/2/2017;48,05
Greece;GRC;26/2/2017;47,96
Greece;GRC;27/2/2017;51,1
Greece;GRC;28/2/2017;47,03
Greece;GRC;1/3/2017;46,13
Greece;GRC;2/3/2017;46,43
Greece;GRC;3/3/2017;47,42
Greece;GRC;4/3/2017;47,39
Greece;GRC;5/3/2017;49,08
Greece;GRC;6/3/2017;46,56
Greece;GRC;7/3/2017;46,07
Greece;GRC;8/3/2017;44,93
Greece;GRC;9/3/2017;45,88
Greece;GRC;10/3/2017;49
Greece;GRC;11/3/2017;44,28
Greece;GRC;12/3/2017;43,36
Greece;GRC;13/3/2017;47,05
Greece;GRC;14/3/2017;47,31
Greece;GRC;15/3/2017;50,06
Greece;GRC;16/3/2017;49
Greece;GRC;17/3/2017;49,99
Greece;GRC;18/3/2017;46,44
Greece;GRC;19/3/2017;45,5
Greece;GRC;20/3/2017;49,37
Greece;GRC;21/3/2017;50,79
Greece;GRC;22/3/2017;47,4
Greece;GRC;23/3/2017;43,75
Greece;GRC;24/3/2017;44,95
Greece;GRC;25/3/2017;43,55
Greece;GRC;26/3/2017;42,44
Greece;GRC;27/3/2017;44,43
Greece;GRC;28/3/2017;43,11
Greece;GRC;29/3/2017;47,21
Greece;GRC;30/3/2017;41,85
Greece;GRC;31/3/2017;41,56
Greece;GRC;1/4/2017;42,08
Greece;GRC;2/4/2017;41,14
Greece;GRC;3/4/2017;46,03
Greece;GRC;4/4/2017;47,99
Greece;GRC;5/4/2017;47,84
Greece;GRC;6/4/2017;44,85
Greece;GRC;7/4/2017;43,81
Greece;GRC;8/4/2017;45,28
Greece;GRC;9/4/2017;38,03
Greece;GRC;10/4/2017;46,91
Greece;GRC;11/4/2017;45,57
Greece;GRC;12/4/2017;47,3
Greece;GRC;13/4/2017;45
Greece;GRC;14/4/2017;42,96
Greece;GRC;15/4/2017;43,92
Greece;GRC;16/4/2017;38,26
Greece;GRC;17/4/2017;38,26
Greece;GRC;18/4/2017;46,14
Greece;GRC;19/4/2017;44,55
Greece;GRC;20/4/2017;44,73
Greece;GRC;21/4/2017;45,76
Greece;GRC;22/4/2017;46,3
Greece;GRC;23/4/2017;39,92
Greece;GRC;24/4/2017;48,36
Greece;GRC;25/4/2017;47,07
Greece;GRC;26/4/2017;46,65
Greece;GRC;27/4/2017;50,06
Greece;GRC;28/4/2017;46,23
Greece;GRC;29/4/2017;46,43
Greece;GRC;30/4/2017;40,53
Greece;GRC;1/5/2017;38,05
Greece;GRC;2/5/2017;47,95
Greece;GRC;3/5/2017;51,05
Greece;GRC;4/5/2017;51,17
Greece;GRC;5/5/2017;48,26
Greece;GRC;6/5/2017;45,33
Greece;GRC;7/5/2017;42,37
Greece;GRC;8/5/2017;47,48
Greece;GRC;9/5/2017;47,46
Greece;GRC;10/5/2017;48,84
Greece;GRC;11/5/2017;49,83
Greece;GRC;12/5/2017;44,96
Greece;GRC;13/5/2017;41,88
Greece;GRC;14/5/2017;40,25
Greece;GRC;15/5/2017;47,57
Greece;GRC;16/5/2017;41,87
Greece;GRC;17/5/2017;41,64
Greece;GRC;18/5/2017;44,78
Greece;GRC;19/5/2017;47,09
Greece;GRC;20/5/2017;42,98
Greece;GRC;21/5/2017;34,73
Greece;GRC;22/5/2017;44,19
Greece;GRC;23/5/2017;50,84
Greece;GRC;24/5/2017;49,33
Greece;GRC;25/5/2017;49,8
Greece;GRC;26/5/2017;47,87
Greece;GRC;27/5/2017;43,2
Greece;GRC;28/5/2017;40,66
Greece;GRC;29/5/2017;46,87
Greece;GRC;30/5/2017;48,58
Greece;GRC;31/5/2017;52,26
Greece;GRC;1/6/2017;53,15
Greece;GRC;2/6/2017;50,59
Greece;GRC;3/6/2017;51,3
Greece;GRC;4/6/2017;46,67
Greece;GRC;5/6/2017;49,25
Greece;GRC;6/6/2017;52,07
Greece;GRC;7/6/2017;51,59
Greece;GRC;8/6/2017;54,55
Greece;GRC;9/6/2017;51,64
Greece;GRC;10/6/2017;51,17
Greece;GRC;11/6/2017;50,67
Greece;GRC;12/6/2017;47,58
Greece;GRC;13/6/2017;49,1
Greece;GRC;14/6/2017;49,8
Greece;GRC;15/6/2017;51,32
Greece;GRC;16/6/2017;54,02
Greece;GRC;17/6/2017;49,9
Greece;GRC;18/6/2017;45,87
Greece;GRC;19/6/2017;50,47
Greece;GRC;20/6/2017;49,71
Greece;GRC;21/6/2017;51,87
Greece;GRC;22/6/2017;52,2
Greece;GRC;23/6/2017;52,31
Greece;GRC;24/6/2017;50,41
Greece;GRC;25/6/2017;49,31
Greece;GRC;26/6/2017;53,25
Greece;GRC;27/6/2017;55,96
Greece;GRC;28/6/2017;53,87
Greece;GRC;29/6/2017;53,38
Greece;GRC;30/6/2017;55,96
Greece;GRC;1/7/2017;51,48
Greece;GRC;2/7/2017;50,56
Greece;GRC;3/7/2017;52,23
Greece;GRC;4/7/2017;53,35
Greece;GRC;5/7/2017;50,61
Greece;GRC;6/7/2017;50,47
Greece;GRC;7/7/2017;52,02
Greece;GRC;8/7/2017;52,55
Greece;GRC;9/7/2017;51,59
Greece;GRC;10/7/2017;58,27
Greece;GRC;11/7/2017;58,5
Greece;GRC;12/7/2017;59,64
Greece;GRC;13/7/2017;59,35
Greece;GRC;14/7/2017;57,29
Greece;GRC;15/7/2017;51,98
Greece;GRC;16/7/2017;47,84
Greece;GRC;17/7/2017;52,08
Greece;GRC;18/7/2017;48,35
Greece;GRC;19/7/2017;47,5
Greece;GRC;20/7/2017;51,69
Greece;GRC;21/7/2017;50,31
Greece;GRC;22/7/2017;49,84
Greece;GRC;23/7/2017;53,38
Greece;GRC;24/7/2017;58,3
Greece;GRC;25/7/2017;55,63
Greece;GRC;26/7/2017;53,13
Greece;GRC;27/7/2017;55,49
Greece;GRC;28/7/2017;51,97
Greece;GRC;29/7/2017;48,73
Greece;GRC;30/7/2017;46,48
Greece;GRC;31/7/2017;47,94
Greece;GRC;1/8/2017;49,95
Greece;GRC;2/8/2017;50,27
Greece;GRC;3/8/2017;52,17
Greece;GRC;4/8/2017;53,9
Greece;GRC;5/8/2017;53,02
Greece;GRC;6/8/2017;49,1
Greece;GRC;7/8/2017;53,06
Greece;GRC;8/8/2017;54,12
Greece;GRC;9/8/2017;52,03
Greece;GRC;10/8/2017;52,23
Greece;GRC;11/8/2017;53,1
Greece;GRC;12/8/2017;52,75
Greece;GRC;13/8/2017;49,72
Greece;GRC;14/8/2017;48,85
Greece;GRC;15/8/2017;48,83
Greece;GRC;16/8/2017;48,99
Greece;GRC;17/8/2017;50,1
Greece;GRC;18/8/2017;50,61
Greece;GRC;19/8/2017;50,12
Greece;GRC;20/8/2017;45,47
Greece;GRC;21/8/2017;52,62
Greece;GRC;22/8/2017;49,49
Greece;GRC;23/8/2017;50,94
Greece;GRC;24/8/2017;50,12
Greece;GRC;25/8/2017;48,02
Greece;GRC;26/8/2017;48,82
Greece;GRC;27/8/2017;42,8
Greece;GRC;28/8/2017;53,09
Greece;GRC;29/8/2017;51,78
Greece;GRC;30/8/2017;50,2
Greece;GRC;31/8/2017;51,33
Greece;GRC;1/9/2017;53,56
Greece;GRC;2/9/2017;52,83
Greece;GRC;3/9/2017;50,39
Greece;GRC;4/9/2017;51,65
Greece;GRC;5/9/2017;53,08
Greece;GRC;6/9/2017;53,48
Greece;GRC;7/9/2017;53,98
Greece;GRC;8/9/2017;54,41
Greece;GRC;9/9/2017;50,85
Greece;GRC;10/9/2017;51,18
Greece;GRC;11/9/2017;53,84
Greece;GRC;12/9/2017;55,79
Greece;GRC;13/9/2017;56,58
Greece;GRC;14/9/2017;55,04
Greece;GRC;15/9/2017;55,22
Greece;GRC;16/9/2017;54,61
Greece;GRC;17/9/2017;53,52
Greece;GRC;18/9/2017;57,02
Greece;GRC;19/9/2017;55,6
Greece;GRC;20/9/2017;52,6
Greece;GRC;21/9/2017;49,68
Greece;GRC;22/9/2017;51,83
Greece;GRC;23/9/2017;50,84
Greece;GRC;24/9/2017;51,59
Greece;GRC;25/9/2017;53,55
Greece;GRC;26/9/2017;53,76
Greece;GRC;27/9/2017;52,01
Greece;GRC;28/9/2017;51,62
Greece;GRC;29/9/2017;49,72
Greece;GRC;30/9/2017;52,07
Greece;GRC;1/10/2017;52,09
Greece;GRC;2/10/2017;56,67
Greece;GRC;3/10/2017;53,32
Greece;GRC;4/10/2017;56,46
Greece;GRC;5/10/2017;59,94
Greece;GRC;6/10/2017;53,54
Greece;GRC;7/10/2017;50
Greece;GRC;8/10/2017;44,25
Greece;GRC;9/10/2017;54,1
Greece;GRC;10/10/2017;57,59
Greece;GRC;11/10/2017;64,75
Greece;GRC;12/10/2017;57,98
Greece;GRC;13/10/2017;56,47
Greece;GRC;14/10/2017;53,01
Greece;GRC;15/10/2017;45,69
Greece;GRC;16/10/2017;52,11
Greece;GRC;17/10/2017;54,46
Greece;GRC;18/10/2017;59,32
Greece;GRC;19/10/2017;61,37
Greece;GRC;20/10/2017;61,28
Greece;GRC;21/10/2017;57,16
Greece;GRC;22/10/2017;56,15
Greece;GRC;23/10/2017;53,84
Greece;GRC;24/10/2017;54,61
Greece;GRC;25/10/2017;56,04
Greece;GRC;26/10/2017;58,05
Greece;GRC;27/10/2017;59
Greece;GRC;28/10/2017;51,61
Greece;GRC;29/10/2017;41,34
Greece;GRC;30/10/2017;52,61
Greece;GRC;31/10/2017;56,91
Greece;GRC;1/11/2017;58,32
Greece;GRC;2/11/2017;65,77
Greece;GRC;3/11/2017;67,95
Greece;GRC;4/11/2017;64,29
Greece;GRC;5/11/2017;60,95
Greece;GRC;6/11/2017;76,84
Greece;GRC;7/11/2017;59,71
Greece;GRC;8/11/2017;63,5
Greece;GRC;9/11/2017;75,79
Greece;GRC;10/11/2017;74,51
Greece;GRC;11/11/2017;61,73
Greece;GRC;12/11/2017;49,59
Greece;GRC;13/11/2017;57,78
Greece;GRC;14/11/2017;59,69
Greece;GRC;15/11/2017;62,68
Greece;GRC;16/11/2017;69,77
Greece;GRC;17/11/2017;85,34
Greece;GRC;18/11/2017;96,23
Greece;GRC;19/11/2017;49,22
Greece;GRC;20/11/2017;53,5
Greece;GRC;21/11/2017;70,59
Greece;GRC;22/11/2017;80,77
Greece;GRC;23/11/2017;88,13
Greece;GRC;24/11/2017;88,38
Greece;GRC;25/11/2017;76,44
Greece;GRC;26/11/2017;54,22
Greece;GRC;27/11/2017;81,4
Greece;GRC;28/11/2017;85,3
Greece;GRC;29/11/2017;99,92
Greece;GRC;30/11/2017;74,44
Greece;GRC;1/12/2017;74,76
Greece;GRC;2/12/2017;50,12
Greece;GRC;3/12/2017;41,35
Greece;GRC;4/12/2017;56,61
Greece;GRC;5/12/2017;55,2
Greece;GRC;6/12/2017;58,78
Greece;GRC;7/12/2017;62,98
Greece;GRC;8/12/2017;61,68
Greece;GRC;9/12/2017;53,17
Greece;GRC;10/12/2017;52,81
Greece;GRC;11/12/2017;56,92
Greece;GRC;12/12/2017;56,32
Greece;GRC;13/12/2017;59,46
Greece;GRC;14/12/2017;53,8
Greece;GRC;15/12/2017;61,65
Greece;GRC;16/12/2017;52,6
Greece;GRC;17/12/2017;55,69
Greece;GRC;18/12/2017;63,5
Greece;GRC;19/12/2017;66,31
Greece;GRC;20/12/2017;60,96
Greece;GRC;21/12/2017;56,25
Greece;GRC;22/12/2017;53,97
Greece;GRC;23/12/2017;53,8
Greece;GRC;24/12/2017;55,29
Greece;GRC;25/12/2017;53,24
Greece;GRC;26/12/2017;52,12
Greece;GRC;27/12/2017;51,97
Greece;GRC;28/12/2017;49,8
Greece;GRC;29/12/2017;52,88
Greece;GRC;30/12/2017;53,76
Greece;GRC;31/12/2017;55,03
Greece;GRC;1/1/2018;52,34
Greece;GRC;2/1/2018;51,11
Greece;GRC;3/1/2018;53,05
Greece;GRC;4/1/2018;53,53
Greece;GRC;5/1/2018;55,09
Greece;GRC;6/1/2018;54,12
Greece;GRC;7/1/2018;54,79
Greece;GRC;8/1/2018;57,93
Greece;GRC;9/1/2018;55,37
Greece;GRC;10/1/2018;54,29
Greece;GRC;11/1/2018;56,21
Greece;GRC;12/1/2018;55,15
Greece;GRC;13/1/2018;50,43
Greece;GRC;14/1/2018;54,27
Greece;GRC;15/1/2018;56,85
Greece;GRC;16/1/2018;52,37
Greece;GRC;17/1/2018;48,65
Greece;GRC;18/1/2018;48,57
Greece;GRC;19/1/2018;53,76
Greece;GRC;20/1/2018;51,99
Greece;GRC;21/1/2018;47,91
Greece;GRC;22/1/2018;52,53
Greece;GRC;23/1/2018;51,85
Greece;GRC;24/1/2018;51,53
Greece;GRC;25/1/2018;54,91
Greece;GRC;26/1/2018;55,77
Greece;GRC;27/1/2018;53,66
Greece;GRC;28/1/2018;52,13
Greece;GRC;29/1/2018;54,53
Greece;GRC;30/1/2018;57,02
Greece;GRC;31/1/2018;56,53
Greece;GRC;1/2/2018;54,15
Greece;GRC;2/2/2018;47,1
Greece;GRC;3/2/2018;46,01
Greece;GRC;4/2/2018;47,54
Greece;GRC;5/2/2018;49,95
Greece;GRC;6/2/2018;52,94
Greece;GRC;7/2/2018;50,62
Greece;GRC;8/2/2018;52,16
Greece;GRC;9/2/2018;56
Greece;GRC;10/2/2018;48,82
Greece;GRC;11/2/2018;46,77
Greece;GRC;12/2/2018;50,28
Greece;GRC;13/2/2018;49,92
Greece;GRC;14/2/2018;51,14
Greece;GRC;15/2/2018;50,23
Greece;GRC;16/2/2018;51,45
Greece;GRC;17/2/2018;51,02
Greece;GRC;18/2/2018;50,44
Greece;GRC;19/2/2018;50,64
Greece;GRC;20/2/2018;56,52
Greece;GRC;21/2/2018;55,59
Greece;GRC;22/2/2018;54,7
Greece;GRC;23/2/2018;54,09
Greece;GRC;24/2/2018;54,73
Greece;GRC;25/2/2018;53,39
Greece;GRC;26/2/2018;52,49
Greece;GRC;27/2/2018;55,18
Greece;GRC;28/2/2018;51,61
Greece;GRC;1/3/2018;58,86
Greece;GRC;2/3/2018;53,62
Greece;GRC;3/3/2018;43,32
Greece;GRC;4/3/2018;40,37
Greece;GRC;5/3/2018;51,06
Greece;GRC;6/3/2018;46,82
Greece;GRC;7/3/2018;41,89
Greece;GRC;8/3/2018;33,39
Greece;GRC;9/3/2018;51,46
Greece;GRC;10/3/2018;44
Greece;GRC;11/3/2018;38,66
Greece;GRC;12/3/2018;43,55
Greece;GRC;13/3/2018;39,85
Greece;GRC;14/3/2018;49,19
Greece;GRC;15/3/2018;51,11
Greece;GRC;16/3/2018;49,9
Greece;GRC;17/3/2018;33,14
Greece;GRC;18/3/2018;29,88
Greece;GRC;19/3/2018;53,28
Greece;GRC;20/3/2018;51,19
Greece;GRC;21/3/2018;43,4
Greece;GRC;22/3/2018;48,56
Greece;GRC;23/3/2018;39,03
Greece;GRC;24/3/2018;42,09
Greece;GRC;25/3/2018;33,78
Greece;GRC;26/3/2018;41,14
Greece;GRC;27/3/2018;48,5
Greece;GRC;28/3/2018;47,68
Greece;GRC;29/3/2018;46,35
Greece;GRC;30/3/2018;43
Greece;GRC;31/3/2018;33,04
Greece;GRC;1/4/2018;30,27
Greece;GRC;2/4/2018;50,42
Greece;GRC;3/4/2018;53,3
Greece;GRC;4/4/2018;51,58
Greece;GRC;5/4/2018;52,81
Greece;GRC;6/4/2018;47,06
Greece;GRC;7/4/2018;36,56
Greece;GRC;8/4/2018;35,37
Greece;GRC;9/4/2018;52,18
Greece;GRC;10/4/2018;52,87
Greece;GRC;11/4/2018;53,6
Greece;GRC;12/4/2018;53,41
Greece;GRC;13/4/2018;52,76
Greece;GRC;14/4/2018;49,82
Greece;GRC;15/4/2018;42,95
Greece;GRC;16/4/2018;54,92
Greece;GRC;17/4/2018;54,77
Greece;GRC;18/4/2018;52,47
Greece;GRC;19/4/2018;51,05
Greece;GRC;20/4/2018;48,05
Greece;GRC;21/4/2018;46,16
Greece;GRC;22/4/2018;55,04
Greece;GRC;23/4/2018;54,08
Greece;GRC;24/4/2018;56,07
Greece;GRC;25/4/2018;54,4
Greece;GRC;26/4/2018;58,8
Greece;GRC;27/4/2018;53,67
Greece;GRC;28/4/2018;50,71
Greece;GRC;29/4/2018;50,49
Greece;GRC;30/4/2018;56,78
Greece;GRC;1/5/2018;53,79
Greece;GRC;2/5/2018;57,62
Greece;GRC;3/5/2018;58,73
Greece;GRC;4/5/2018;58,94
Greece;GRC;5/5/2018;57,9
Greece;GRC;6/5/2018;56,88
Greece;GRC;7/5/2018;58,53
Greece;GRC;8/5/2018;58,4
Greece;GRC;9/5/2018;57,74
Greece;GRC;10/5/2018;58,8
Greece;GRC;11/5/2018;58,4
Greece;GRC;12/5/2018;55,58
Greece;GRC;13/5/2018;55,96
Greece;GRC;14/5/2018;55,47
Greece;GRC;15/5/2018;58,23
Greece;GRC;16/5/2018;58,86
Greece;GRC;17/5/2018;57,56
Greece;GRC;18/5/2018;60,7
Greece;GRC;19/5/2018;53,97
Greece;GRC;20/5/2018;55,1
Greece;GRC;21/5/2018;52,83
Greece;GRC;22/5/2018;60,57
Greece;GRC;23/5/2018;57,39
Greece;GRC;24/5/2018;58,2
Greece;GRC;25/5/2018;56,45
Greece;GRC;26/5/2018;43,43
Greece;GRC;27/5/2018;39,02
Greece;GRC;28/5/2018;57,98
Greece;GRC;29/5/2018;57,32
Greece;GRC;30/5/2018;58,92
Greece;GRC;31/5/2018;57,93
Greece;GRC;1/6/2018;61
Greece;GRC;2/6/2018;58,48
Greece;GRC;3/6/2018;59,11
Greece;GRC;4/6/2018;61,44
Greece;GRC;5/6/2018;64,51
Greece;GRC;6/6/2018;63,67
Greece;GRC;7/6/2018;66,39
Greece;GRC;8/6/2018;63,44
Greece;GRC;9/6/2018;59,02
Greece;GRC;10/6/2018;59,77
Greece;GRC;11/6/2018;63,19
Greece;GRC;12/6/2018;63,44
Greece;GRC;13/6/2018;67,92
Greece;GRC;14/6/2018;64,74
Greece;GRC;15/6/2018;63,97
Greece;GRC;16/6/2018;60,95
Greece;GRC;17/6/2018;60,17
Greece;GRC;18/6/2018;61,18
Greece;GRC;19/6/2018;58,83
Greece;GRC;20/6/2018;56,51
Greece;GRC;21/6/2018;58,48
Greece;GRC;22/6/2018;61,85
Greece;GRC;23/6/2018;59,93
Greece;GRC;24/6/2018;58,16
Greece;GRC;25/6/2018;57,83
Greece;GRC;26/6/2018;61
Greece;GRC;27/6/2018;58,41
Greece;GRC;28/6/2018;58,93
Greece;GRC;29/6/2018;56,4
Greece;GRC;30/6/2018;51,7
Greece;GRC;1/7/2018;58,71
Greece;GRC;2/7/2018;64,84
Greece;GRC;3/7/2018;66,45
Greece;GRC;4/7/2018;64,86
